phenotype,metabolite,n,nm,nf,n_outlier,p_age,p_sex,p_bmi,p,beta
peco2_21c,M3701,65,47,18,0,9.99962112188745e-05,0.00259894643382131,2.69428497287815e-25,0.0259860997648541,0.321225886376323
peco2_21c,M3703,100,55,45,0,0.00139333473699127,0.0223161290447735,1.49754630561212e-31,0.0430159189878163,0.327280366175879
peco2_21c,M3704,100,55,45,0,0.0012832637553158,0.00986998079109649,4.02049949082166e-32,0.0106446248178934,0.456512029194546
peco2_21c,M3705,100,55,45,0,0.00124454357904462,0.0083088155681286,2.92471869594788e-32,0.00762184281826174,0.479225280913517
peco2_21c,M3706,86,53,33,0,0.00252572201637828,0.0158536419760805,3.02342300085924e-29,0.0146799495684103,0.416957757363274
peco2_21c,M3708,99,54,45,1,0.00289901948929168,0.351938288292748,2.53549121042348e-30,0.0491690695316726,0.324880316167867
peco2_21c,M3725,99,55,44,1,0.00166605390114969,0.312881745042192,8.3162495336663e-31,0.0183294915517358,0.488670954148454
peco2_21c,M3734,99,55,44,1,0.000456731904342945,0.0957375723344515,3.7459156561192e-31,0.0371330763748594,0.237848848452913
peco2_21c,M3779,100,55,45,0,0.00260147611459932,0.0367441062635249,8.55304658660407e-32,0.0274434799936305,0.230857849144767
peco2_21c,M3780,99,55,44,0,0.00301004188803317,0.0372230271560217,1.63594696934732e-31,0.0258255718824086,0.249875636984041
peco2_21c,M3787,99,55,44,0,0.00229715896663464,0.0357150339953325,2.22643604870351e-31,0.0485666710277704,0.205639859829899
peco2_21c,M3804,100,55,45,0,0.00192534632247646,0.273305499020045,1.23787370214219e-31,0.0409477601467066,-0.316785623408716
peco2_21c,M3806,100,55,45,0,0.00188414304743987,0.290882106105828,9.00662255332701e-32,0.0302278609088498,-0.323572816371404
peco2_21c,M3807,100,55,45,0,0.00201376188174948,0.305935102790731,9.1507468308597e-32,0.0286105919212468,-0.352210461429946
peco2_21c,M3811,100,55,45,0,0.00018233613907601,0.0852256083486949,2.81675438459333e-31,0.045095011876389,0.184686678633157
peco2_21c,M3820,100,55,45,0,0.0118638611034824,0.0287697189335643,1.94862502809462e-32,0.00537956273031188,0.403517317687237
peco2_21c,M3843,100,55,45,0,0.00136193486711745,0.0278562304999125,1.20833859554077e-31,0.0335201793881632,0.328852577537356
peco2_21c,M3870,100,55,45,0,0.00122968698236135,0.162481937693255,1.41663759796607e-31,0.0265762890944254,-0.382641368816973
peco2_21c,M3871,100,55,45,0,0.00172434912222457,0.182481313393632,9.79265773075478e-32,0.0266893545670226,-0.415513556970671
peco2_21c,M3874,100,55,45,0,0.00134232856637824,0.180266998375777,1.30839718066876e-31,0.033483077244207,-0.3510590625006
peco2_21c,M3876,100,55,45,0,0.00125207726377381,0.166296797403665,2.08341485364808e-31,0.0299983681208071,-0.418518937159906
peco2_21c,M3877,100,55,45,0,0.00170306946157599,0.206590436026939,6.01443920568101e-32,0.0190810321106959,-0.37402448924356
peco2_21c,M3896,99,54,45,1,0.000819100946889005,0.0704004626506211,1.51490330663128e-31,0.0202395761629894,0.486105278800894
peco2_21c,M3898,99,54,45,1,0.000120510080707204,0.0131218682937994,2.94953950401011e-31,0.0463918831224846,0.544093481834437
peco2_21c,M3899,99,54,45,1,9.3425064814458e-05,0.0107112386633717,2.54137743802579e-31,0.037821764718442,0.669810516791652
peco2_21c,M3903,99,54,45,1,0.000104520050442549,0.0117428541261975,2.83960742191652e-31,0.0401164930185933,0.564222382747468
peco2_21c,M3905,99,54,45,1,8.30986259416025e-05,0.00909229317756211,1.96743077593599e-31,0.0292608950431147,0.602784531227427
peco2_21c,M3906,93,54,39,1,9.413605462856e-05,0.00582644239807897,6.22450169503491e-31,0.0172981878731628,0.650564911838059
peco2_21c,M3907,99,54,45,1,8.97783323777289e-05,0.0101382639983114,2.25066467756202e-31,0.0348651235432765,0.665513779073836
peco2_21c,M3908,99,54,45,1,9.64443908906733e-05,0.0109490149151896,2.61961814997369e-31,0.0381278745293171,0.602419833707731
peco2_21c,M3910,97,54,43,1,0.000247486544946189,0.0163271933206342,5.68564376395802e-31,0.045941129512601,0.5674679182756
peco2_21c,M3918,100,55,45,0,0.0060349430991488,0.10635273322802,1.33701900963638e-31,0.0310386109928375,0.478660380268447
peco2_21c,M3919,100,55,45,0,0.00558223181663094,0.103941454682428,9.78448860179288e-32,0.0201820389588059,0.510377364126508
peco2_21c,M3937,100,55,45,0,0.00117745251345292,0.378844866124615,1.81140901187857e-32,0.00261780437601563,0.5130774980865
peco2_21c,M3975,98,54,44,1,0.000123209350911811,0.0138431787741205,4.30758372716385e-31,0.0330163377523612,0.402630175412799
peco2_21c,M3990,99,54,45,1,0.000759485041355955,0.967885642255752,1.37082688081806e-30,0.00455957294066872,0.593638735455737
peco2_21c,M3992,100,55,45,0,0.00351535416277277,0.512718880615042,1.53103885022812e-31,0.0429847676407247,0.42244410948579
peco2_21c,M4002,100,55,45,0,0.00084557496696314,0.309790282956934,1.63323059648256e-31,0.0496689303240208,0.438270787151385
peco2_21c,M4003,95,54,41,0,6.49779503361423e-05,0.00603288210371257,2.29343642440576e-29,0.0310219640352823,0.334848095138294
peco2_21c,M4135,99,54,45,1,0.000705086345971259,0.498803444795662,1.16639726792199e-29,0.0438601879322889,0.46317709054666
peco2_21c,M4138,97,55,42,1,0.000149980408290358,0.0308803600063394,7.67005493920928e-31,0.0499827635465761,0.347384816434123
peco2_21c,M4151,100,55,45,0,0.00644689448493421,0.0806530825754024,3.26120166721142e-32,0.0070640731157,0.564807007999498
peco2_21c,M4155,100,55,45,0,0.00869095447169193,0.171270006294603,1.45317718273227e-31,0.0109913244443387,0.571011462201473
peco2_21c,M4156,100,55,45,0,0.00709282817824064,0.124232345325536,6.72529848127781e-32,0.0144860471987037,0.566803031033192
peco2_21c,M4157,100,55,45,0,0.00732841549259397,0.131022511169214,6.6348775901768e-32,0.0121682415899591,0.547675637788494
peco2_21c,M4158,100,55,45,0,0.00906707297650618,0.133971794400486,6.67870999568628e-32,0.00858199937971027,0.550983509892888
peco2_21c,M4159,100,55,45,0,0.00501095215142234,0.153923700794538,4.50883369882642e-32,0.0108902876335405,0.584353663771049
peco2_21c,M4160,100,55,45,0,0.00523078323642041,0.16804382442911,4.67683487726744e-32,0.00859400760304856,0.571691023489341
peco2_21c,M4217,99,54,45,1,0.0189120762443729,0.0875276498098059,8.3482126513081e-32,0.0129607854672565,0.47242419719604
peco2_21c,M4228,100,55,45,0,0.00189623826016828,0.0959961676679053,2.20676670184756e-31,0.0331246131799126,0.441660732880495
peco2_21c,M4239,100,55,45,0,0.000586852414224479,0.421590465623152,4.79998510338576e-32,0.0128976340578278,0.598088884203638
peco2_21c,M4257,100,55,45,0,0.000187089587968829,0.0516737669015523,1.28590487594183e-31,0.0449384274041528,0.316500992729923
peco2_21c,M4263,99,54,45,0,0.000196594920745418,0.0441726735265271,3.44117367902065e-31,0.0391894990954568,0.371700564895732
peco2_21c,M4318,100,55,45,0,0.00456120179617092,0.019904222133518,7.40294127268056e-32,0.0234574123710388,0.471708406878593
peco2_21c,M4404,99,54,45,1,0.0233813221503033,0.0758907880993589,1.58833272489496e-31,0.0311420362021258,0.449772226811926
peco2_21c,M4405,99,54,45,1,0.0239642200095137,0.0825386434173779,1.29785355876774e-31,0.0237827946500952,0.482788546080699
peco2_21c,M4409,99,54,45,1,0.0241774580426272,0.0754865168879966,1.8137052279854e-31,0.0314990272475743,0.462322678136624
peco2_21c,M4457,39,31,8,0,0.237147603866145,0.366481479707471,3.56406728016017e-18,0.0273217050958913,0.78327510664168
peco2_21c,M4497,99,54,45,1,0.0108036062188411,0.0559997913000757,1.69270648012349e-31,0.0286082218194327,0.318946005906138
peco2_21c,M4536,99,54,45,1,0.000347027520902395,0.346369813515089,3.23193259640689e-30,0.0351322821377084,0.44940380728438
peco2_21c,M4537,99,54,45,1,0.000801542549391944,0.452500716191502,2.78383158251135e-30,0.025457379375115,0.523112724003529
peco2_21c,M4563,98,55,43,1,0.000130432288140051,0.0579515584076222,5.77752490188692e-32,0.0183880669511661,0.23861417812453
peco2_21c,M4574,96,53,43,1,0.000140756000878726,0.0641782244010348,3.83837300318916e-30,0.0474932391345064,0.273482578874856
peco2_21c,M4575,79,49,30,1,0.00011450690434871,0.031214471135718,3.24075832588067e-28,0.0277456111373041,0.33912492746112
peco2_21c,M4598,99,55,44,1,0.000277916551328247,0.0653178765257413,4.35321200004922e-31,0.0224137622173087,0.347218320329387
peco2_21c,M4600,100,55,45,0,0.000147876410890982,0.0357175409788031,1.06277009898675e-31,0.0203817681763818,0.470708857047762
peco2_21c,M4622,91,48,43,0,7.15394447198702e-05,0.132810924760899,4.22417265800597e-25,0.0485160667939069,0.246862593755658
peco2_21c,M4641,99,54,45,0,0.00138642211645574,0.0312644529293011,4.05822870757577e-31,0.042409067381975,-0.324413035319513
peco2_21c,M4645,100,55,45,0,0.00143593494372643,0.135892265017653,1.06406059639996e-31,0.023461233128104,0.322612872691394
peco2_21c,M4646,100,55,45,0,0.00127066945931447,0.103664064661239,6.69633792929843e-32,0.0177340622975278,0.360531483487079
peco2_21c,M4647,100,55,45,0,0.00258128988090708,0.0916959961597759,9.8538488266008e-32,0.0288439586325736,0.4468440922127
peco2_21c,M4648,100,55,45,0,0.000123354615040378,0.0972157507691172,7.88118210271824e-33,0.00181818314506486,-0.523528974293735
peco2_21c,M4653,100,55,45,0,0.00111325109535241,0.161526742379017,8.54240530901336e-31,0.031078806622611,0.396005627956028
peco2_21c,M4657,100,55,45,0,0.000106696580911941,0.126215273364192,2.7526435919946e-32,0.00771009450377871,-0.516885285055855
peco2_21c,M4665,96,52,44,0,0.00137611547285326,0.129182212907591,9.31172145557124e-27,0.00534276847182836,0.508572300126046
peco2_21c,M4675,100,55,45,0,0.000262508645655928,0.108931670587847,1.44083200955097e-30,0.00180554533987889,0.523288744286289
peco2_21c,M4707,100,55,45,0,0.00185652667064409,0.0326966995604354,7.63502477772127e-32,0.0241898294863867,0.447987936387284
peco2_21c,M4726,56,32,24,0,0.0108004814702421,0.116020189075271,7.14307357729094e-22,0.00783728917641826,0.623004918987562
peco2_21c,M4732,100,55,45,0,0.000238497754381824,0.250812418536526,2.28732381398805e-31,0.00962036317063947,0.457162129345137
peco2_21c,M4738,67,46,21,1,0.00353120835522546,0.212896767200279,1.97979261195018e-25,0.0244462853893251,0.332589245308122
peco2_21c,M4763,100,55,45,0,0.000556555182158579,0.526312708992829,3.17567706708686e-30,0.0402848222359367,0.472739802235515
peco2_21c,M4764,100,55,45,0,0.000666495446752407,0.530342153676568,3.03941677448784e-30,0.0462903989028706,0.439704568203027
peco2_21c,M4770,37,19,18,0,0.296420532198784,0.53346726476058,4.63296137694695e-14,0.025282991815882,0.493488176426928
peco2_21c,M4783,89,48,41,1,0.000541494506774197,0.0328468230876931,1.08010050509776e-28,0.0316824172125242,0.221899235284414
peco2_21c,M4785,98,55,43,0,0.000115044578525028,0.906343147466295,1.6730116561461e-29,0.00272999560353186,-0.465082252268825
peco2_21c,M4797,61,37,24,1,0.0240145781011947,0.0450937362684201,9.56116631951553e-20,0.0216483478226712,0.243594320515635
peco2_21c,M4799,97,52,45,1,0.000442392016641255,0.0624100524326006,4.78836904003888e-31,0.0136373053767915,0.429063068309887
peco2_21c,M4805,99,54,45,1,0.00113569054667518,0.0356376644326357,1.2134162622684e-31,0.0139070873870957,0.426638492805342
peco2_21c,M4806,96,52,44,1,0.000430667426423344,0.0724848914363659,9.43400459702134e-31,0.0210050591018263,0.414460275583656
peco2_21c,M4816,100,55,45,0,0.000349345288458589,0.865018325987716,2.94150332029149e-28,0.0366049412387683,-0.387815230461896
peco2_21c,M4853,100,55,45,0,0.000359176702475855,0.0778698667659591,3.03334493169499e-31,0.0473322845735993,0.391630040194563
peco2_21c,M4854,99,54,45,1,0.0013755562357038,0.0567515891067089,9.637280086534e-30,0.0128613551995041,0.306730930207895
peco2_21c,M4855,99,54,45,1,0.00112736415765802,0.0618123803434015,2.77367937901742e-29,0.00776522339458746,0.429484264456941
peco2_21c,M4869,100,55,45,0,0.000275956312013867,0.660411438283484,2.46193398350055e-29,0.0496267054399483,-0.485782246525411
peco2_21c,M4894,100,55,45,0,0.00033734230062322,0.670938616984436,1.33103584991646e-29,0.0443883671228527,-0.551786466175677
peco2_21c,M4899,100,55,45,0,0.000261733356675964,0.774797043249644,6.29881511402309e-29,0.0226726070547512,-0.17829162943864
peco2_21c,M4908,100,55,45,0,0.00760948318468318,0.927658865181079,1.22271204933498e-31,0.0130924779188795,0.616088537716956
peco2_21c,M4909,99,54,45,0,0.00729488577373164,0.884138861113485,3.50569585383062e-31,0.0142319714261475,0.627799742311346
peco2_21c,M4910,95,51,44,0,0.00792226789167907,0.738894801450059,1.08751276196503e-29,0.0108335395946759,0.584765659522411
peco2_21c,M4969,100,55,45,0,0.000369426436183357,0.727576108491899,5.85156963779258e-29,0.04290697758621,-0.170262487519192
peco2_21c,M5000,100,55,45,0,0.00144918624664437,0.0213618415013832,4.47194839450945e-31,0.0462921508097978,-0.445684908124668
peco2_21c,M5001,99,54,45,1,0.000770799835433476,0.156587483352353,3.07164999442808e-28,0.0123736188081827,0.408131020845108
peco2_21c,M5027,94,51,43,2,0.00239040729561429,0.00809393988148044,7.90012616442984e-34,0.00210258343731509,0.450019283611623
peco2_21c,M5037,100,55,45,0,0.00028137162461339,0.871494520016421,1.35453020827207e-28,0.0241350013026018,-0.272456931581986
peco2_21c,M5042,77,41,36,1,0.0137073772415395,0.0124377356481847,4.17948396911718e-29,0.00212986124101542,0.642245788094208
peco2_21c,M5053,98,53,45,2,0.00202581804214946,0.0279642607275926,2.09814938727142e-28,0.0204267781013784,0.348999715637899
peco2_21c,M5054,100,55,45,0,0.00260897033539481,0.157194029998553,7.3960125484176e-30,0.0406930670345553,0.331639938686304
peco2_21c,M5076,100,55,45,0,0.00134711411863192,0.0963807389519074,4.00954917416075e-30,0.0318862453365153,0.428478404417098
peco2_21c,M5140,100,55,45,0,0.00143725458130925,0.101199148829673,2.31434533996044e-31,0.0286171687174435,0.388137368302606
peco2_21c,M5152,98,54,44,0,0.0377319056685637,0.816791110781458,1.54791206090093e-32,0.000109388798689034,0.694347582793029
peco2_21c,M5160,99,55,44,1,0.0844060658649857,0.694531036423755,3.5852370663296e-35,6.73585962142525e-07,0.957594431240836
peco2_21c,M5171,34,24,10,1,0.0813018895442981,0.351872474013663,1.28303681623103e-13,0.0230426687373582,-0.653229389120614
peco2_21c,M5175,100,55,45,0,0.000270671734134361,0.102519046095696,1.86538647827449e-31,0.0385447595440106,0.3675263741685
peco2_21c,M5177,100,55,45,0,0.000167654309813827,0.472214219310321,7.83387415359645e-32,0.00621190031819344,-0.392975678212179
peco2_21c,M5203,100,55,45,0,7.27821617938875e-05,0.132401111102448,1.38959802081557e-30,0.0151979839010225,0.501054390245242
peco2_21c,M5218,99,54,45,1,0.0226180512965925,0.0625397797239371,7.41355099786555e-32,0.0126518644750828,0.523132944415506
peco2_21c,M5219,99,54,45,1,0.0266781289665771,0.0752583468159663,8.82324842778376e-32,0.0157609680735244,0.496862663278069
peco2_21c,M5230,100,55,45,0,0.00149399810386671,0.549673456512398,5.38144804333349e-32,0.0163668350358663,-0.420335404437196
peco2_21c,M5231,100,55,45,0,0.00110731165299237,0.507418945911996,7.70075394801525e-32,0.0236318823544027,-0.406046718092031
peco2_21c,M5234,100,55,45,0,0.00150662980623376,0.249428329129317,5.25023205744975e-32,0.0151739431084937,0.408352001861892
peco2_21c,M5235,99,54,45,1,0.00068777954010404,0.0355200179890539,1.9039977617685e-32,0.0244677221737159,0.200476120313177
peco2_21c,M5251,99,54,45,1,0.000672396390815419,0.037030022105528,6.46794026747547e-32,0.0301677354469932,0.208985767167605
peco2_21c,M5253,59,28,31,0,0.601859705006258,0.373176680231272,4.10529446476702e-20,0.038548702650957,0.307772272682032
peco2_21c,M5255,99,54,45,1,0.00137714809756113,0.515469809182095,1.93389109478394e-30,0.0114336649771715,0.450781386762216
peco2_21c,M5256,84,44,40,1,9.33366058933515e-05,0.355014118640403,4.95884353901401e-20,0.00883049296038025,0.454125733540663
peco2_21c,M5261,74,47,27,2,0.0029529153859635,0.0373335895385471,2.79366736493572e-22,0.00405214339910054,0.47793093311677
peco2_21c,M5263,57,28,29,0,0.563196660566134,0.32958664121948,1.55020255362014e-19,0.0373977510014323,0.285090853236827
peco2_21c,M5314,100,55,45,0,0.000893092848180956,0.119959511221976,1.35666863400266e-31,0.0240673207367593,0.296624792379697
peco2_21c,M5346,34,27,7,0,0.689074980829052,0.770944668337078,8.60769721256823e-16,0.0115929584166763,1.04990019751533
peco2_21c,M5353,100,55,45,0,0.000216403196742118,0.0892946186182489,9.68724081213646e-32,0.0277543688196216,0.395353113981012
peco2_21c,M5356,99,54,45,0,0.000256138009913805,0.0647383910169715,5.71790019429727e-31,0.0273168259339584,0.369426030059936
peco2_21c,M5360,99,55,44,1,0.000728246930744791,0.075716182402385,3.00552132574226e-31,0.0497664711888456,0.369012981496741
peco2_21c,M5419,97,53,44,1,0.00385268041103999,0.0609947214246949,4.22519421957519e-32,0.0303352908189771,0.306672709854578
peco2_21c,M5434,87,50,37,1,0.00276399218495306,0.00579281137749345,5.95571313113375e-32,0.000219101591457432,0.420665639028602
peco2_21c,M5435,78,45,33,1,0.0240343226845318,0.00853897628370629,6.78475225422807e-30,0.000203092673240169,0.391739590441703
peco2_21c,M5447,100,55,45,0,0.000188988013758139,0.0230607181259655,1.39650831816846e-31,0.0356614508252006,0.535349183652214
peco2_21c,M5468,99,55,44,1,0.000252263947106597,0.0685244078777441,8.15104409910309e-32,0.0128606040564806,0.445921967205856
peco2_21c,M5469,99,55,44,1,0.000176560709253697,0.0595036473261668,4.84982836725618e-32,0.00822201218805749,0.464077445321278
peco2_21c,M5470,97,52,45,0,0.000392863949063236,0.286747918901443,1.09590825169385e-29,0.0246223852468958,0.432081226036142
peco2_21c,M5485,99,55,44,1,0.00157899981191601,0.144369566603602,2.24755798081717e-31,0.0411086090532034,0.390729493576813
peco2_21c,M5509,100,55,45,0,0.000698340064951361,0.0620688482184426,1.76004963892927e-30,0.0478369512143447,0.373008363670061
peco2_21c,M5512,100,55,45,0,0.00267065882145417,0.140062099231075,1.69014611108269e-32,0.004655459808035,0.278817096624766
peco2_21c,M5513,100,55,45,0,0.00283030753518883,0.133861181011127,1.94076850969982e-32,0.00542166130910337,0.301423810602426
peco2_21c,M5526,92,47,45,0,0.000395952647192139,0.137447877360989,2.9155049947425e-30,0.00207443209938641,0.642388813959746
peco2_21c,M5582,89,52,37,0,0.000152700712047214,0.335452870354375,3.33001643474514e-28,0.022469851417917,-0.471377882276693
peco2_21c,M5611,99,54,45,1,0.000313323941431044,0.380918440044126,7.98817531899381e-30,0.0130449878132124,-0.476582198220571
peco2_21c,M5627,100,55,45,0,0.000460939224012541,0.116757372989539,3.19452230276084e-31,0.0422383033645103,0.391069884402996
peco2_21c,M5653,98,55,43,1,0.000191098468416167,0.0879385890724124,4.18260780033657e-31,0.0109784196800969,0.448723278683647
peco2_21c,M5656,100,55,45,0,0.000204111441360509,0.0608627474660341,1.29862508756379e-31,0.0461701490440182,-0.346944272135727
peco2_21c,M5657,100,55,45,0,0.000232678094726309,0.12557011112943,1.44417821767398e-30,0.00417805301195582,0.628225149762169
peco2_21c,M5658,100,55,45,0,0.000180805207742755,0.128049552806133,5.47721271914475e-31,0.00703270997015316,0.590744177515695
peco2_21c,M5699,98,53,45,0,0.000116919125351784,0.039013647989368,4.53654824547027e-30,0.0486971800340729,-0.422015883781983
peco2_21c,M5741,84,42,42,1,0.00032898658933395,0.138304406041822,9.81316561525031e-26,0.01757221848095,0.320429280278415
peco2_21c,M5743,100,55,45,0,0.000211503420575785,0.0379138053614193,5.20151085388781e-32,0.00661853405456171,0.498407779809322
peco2_21c,M5745,100,55,45,0,0.00018497156162343,0.134721474853478,4.97919697665829e-31,0.00987165704833062,0.477496323235557
peco2_21c,M5749,100,55,45,0,0.000265008848910597,0.0964812696346892,3.64503310644398e-31,0.0497023740110483,0.414583942315024
peco2_21c,M5753,100,55,45,0,0.000126971112450364,0.948609202867326,1.31958836292242e-31,0.00795138951264317,0.456537144590293
peco2_21c,M5754,98,53,45,0,0.000210493611933123,0.938143422546499,1.87971670520288e-30,0.00958644078645309,0.478577888342196
peco2_21c,M5755,100,55,45,0,0.000167407655579597,0.696026402397946,2.17737371583993e-31,0.00702968423815545,0.447102897697454
peco2_21c,M5766,100,55,45,0,0.000321836508993313,0.0678253666477039,1.97737209757722e-31,0.0383089604743713,0.47766355204384
peco2_21c,M5770,100,55,45,0,0.000282789855478019,0.151684088914887,1.97919723906268e-31,0.0425264933744877,0.360250837589549
peco2_21c,M5783,100,55,45,0,0.000148806536968848,0.0449856329533938,2.88264816072935e-31,0.0427877717815588,-0.355304096676881
peco2_21c,M5790,99,55,44,0,0.000100960716971886,0.160519937740856,3.66217690356428e-31,0.022771206548318,-0.251871758732364
peco2_21c,M5791,94,52,42,0,2.7151417411292e-05,0.147243086894262,5.89724918814126e-31,0.0155001434947544,-0.315933756901073
peco2_21c,M5810,100,55,45,0,0.00267589763787277,0.0597630421919342,1.09901536285159e-31,0.0382555737828508,-0.37556759821363
peco2_21c,M5830,100,55,45,0,0.00454575164867505,0.0905276999668655,8.72286092232593e-32,0.026504502299094,-0.395205868338252
peco2_21c,M5831,100,55,45,0,0.00581184625402065,0.0668309512464083,8.02076063112351e-32,0.0215682325468237,-0.450344600997096
peco2_21c,M5867,100,55,45,0,0.000417219223529607,0.0959679881488083,1.25998608099955e-31,0.0446200515224971,-0.363897804202449
peco2_21c,M5882,99,55,44,0,0.000189696092048533,0.148168949101074,9.8518716238471e-31,0.0324012606339065,-0.420439179923052
peco2_21c,M5898,99,55,44,1,0.0110686384581884,0.0179305382185665,5.44759202823547e-31,0.0182525884589034,-0.530363529542565
peco2_21c,M5913,99,55,44,1,0.0113027434741614,0.0194113867546954,4.69305041384696e-31,0.0200830333844629,-0.487496427739756
peco2_21c,M5938,100,55,45,0,0.000119272382939793,0.0405767028830676,3.13386728536445e-31,0.0371914136706186,-0.36868727913644
peco2_fix_21c,M5,99,54,45,0,0.118763956056922,0.521102237394208,0.000364799240926897,0.0463980699646291,0.3664692773893
peco2_fix_21c,M14,99,55,44,1,0.0677773865185754,0.683754524737853,0.000343427428070376,0.0384907009111299,0.272426305421822
peco2_fix_21c,M24,99,54,45,1,0.0965135322795361,0.568729589667739,5.71905021866549e-05,0.0060150967382352,0.659406343062893
peco2_fix_21c,M56,100,55,45,0,0.0383758679690961,0.513543029056698,0.0012384573389562,0.0153920492682196,-0.431469688774266
peco2_fix_21c,M58,100,55,45,0,0.0473955949941482,0.481040966466707,0.00190331580441251,0.0206454790174223,-0.417865703513384
peco2_fix_21c,M85,100,55,45,0,0.177724328981577,0.671241834938086,0.000405411674887881,0.0371930155145839,0.352689238872253
peco2_fix_21c,M123,100,55,45,0,0.0126426128969211,0.325255135149327,0.000179939801228794,0.000701008429968764,0.607450175559344
peco2_fix_21c,M154,100,55,45,0,0.0351669248073771,0.368127153270412,0.000196593296088403,0.0463992709356688,-0.518556258360205
peco2_fix_21c,M166,100,55,45,0,0.0833700125122415,0.653168321254337,0.00154185863954393,0.0324657587778161,0.428627877375525
peco2_fix_21c,M256,100,55,45,0,0.0977307393110065,0.301228855726393,7.0364799820022e-05,0.00614106217862592,0.71820913796931
peco2_fix_21c,M257,100,55,45,0,0.0545022952426752,0.738696463367735,0.000489064152890485,0.00377423328041646,0.643503838378956
peco2_fix_21c,M258,100,55,45,0,0.0287941155530091,0.712035876996213,0.000626209588661178,0.0209187115908125,0.420368580042004
peco2_fix_21c,M261,73,35,38,0,0.0410683432884595,0.382121131499067,0.0101783077108908,0.018225247050553,-0.595730613030053
peco2_fix_21c,M272,99,54,45,1,0.0468400670348947,0.875777631871432,0.000620597831567839,0.0133283772006151,0.371518839001731
peco2_fix_21c,M285,100,55,45,0,0.540536043067868,0.51387022743304,0.000166142997835087,0.00571849470991345,0.586137648178677
peco2_fix_21c,M297,71,42,29,0,0.0447522522850854,0.756305225244045,0.0226196775420809,0.0411556469743502,0.588038753281104
peco2_fix_21c,M312,100,55,45,0,0.00202975535360524,0.0996270756115037,0.000428405130474733,0.000518685883343944,0.768176682519298
peco2_fix_21c,M320,98,54,44,2,0.0301394689735636,0.575861521246985,0.0010060126742996,0.0498939076250432,-0.254478695140613
peco2_fix_21c,M323,100,55,45,0,0.0387721017714698,0.947688639787222,0.000304158792509424,0.0338773944929105,-0.340477924089018
peco2_fix_21c,M329,100,55,45,0,0.121899757885411,0.283815545461301,0.000146289554263049,0.00205497915968941,0.552241686724356
peco2_fix_21c,M334,100,55,45,0,0.0917628848752392,0.487892076513257,0.000271311474729332,0.0113828670518759,0.477849526267883
peco2_fix_21c,M390,89,47,42,1,0.0402293883859489,0.62420584238904,0.170513034572381,0.0208812957708243,-0.278871947585633
peco2_fix_21c,M404,100,55,45,0,0.0671544804501654,0.914955286841006,0.000412206244508114,0.0371867296429319,0.370982363007549
peco2_fix_21c,M405,83,42,41,2,0.173958440360849,0.725953268736862,0.783605111948747,0.0143634781880883,-0.485895491777224
peco2_fix_21c,M406,83,42,41,2,0.155476860799769,0.757057027958947,0.760400721479121,0.0166608880637299,-0.457882079673976
peco2_fix_21c,M467,86,44,42,1,0.036905939810217,0.71951492840299,0.267612005788325,0.0419543822964433,-0.232269341330387
peco2_fix_21c,M520,99,54,45,0,0.0564647622273494,0.882285931149393,0.00163089439077349,0.0486268098011968,0.452461596388684
peco2_fix_21c,M525,84,43,41,1,0.086911836781547,0.536674474276552,0.948620675735802,0.0395392283274457,-0.258369330284374
peco2_fix_21c,M538,84,43,41,1,0.132001986556924,0.469774873918782,0.987442696835316,0.038473632408651,-0.25381873446454
peco2_fix_21c,M545,98,53,45,1,0.06545101563572,0.907956867742263,0.00116611944274781,0.0392079001429128,0.513239675264741
peco2_fix_21c,M588,96,52,44,0,0.170179616879377,0.894823681899129,0.000333232537124172,0.0475196267349629,0.376955407351253
peco2_fix_21c,M601,100,55,45,0,0.00543929456426062,0.641560207402894,0.000546529390819579,0.0235192133022134,0.402063583538968
peco2_fix_21c,M605,99,55,44,0,0.0105028526176699,0.804162878635,0.000665353976415527,0.0489819407291733,0.36508866075907
peco2_fix_21c,M625,97,52,45,0,0.107162126753993,0.777416133869002,0.000143170218510024,0.0326388101716229,0.449647453482939
peco2_fix_21c,M632,99,54,45,0,0.144062659327644,0.883168630704437,0.000234914926096783,0.0212086941303366,0.449691355836293
peco2_fix_21c,M708,100,55,45,0,0.183898273351515,0.997037764793815,0.000252618891377382,0.0357527350260352,0.404258318184046
peco2_fix_21c,M710,100,55,45,0,0.206305614107477,0.964872331830115,0.000228897089215139,0.0376664848698306,0.426030899605111
peco2_fix_21c,M754,100,55,45,0,0.211987414532908,0.926747973470485,0.000975207712890974,0.00591102811778475,0.455440740701147
peco2_fix_21c,M755,100,55,45,0,0.174233012949466,0.867606866874366,0.000319264656281263,0.00363282732022322,0.510794503955995
peco2_fix_21c,M778,100,55,45,0,0.263622209105381,0.632503464031599,0.000976763559471823,0.0032013082320767,0.519568940017619
peco2_fix_21c,M797,100,55,45,0,0.0435125826499752,0.754100452872034,0.000141975045016528,0.0472969946732478,-0.512351839824875
peco2_fix_21c,M804,98,53,45,0,0.0158440387911182,0.948897087738327,0.000853298290496246,0.0257262732575154,-0.481820321909413
peco2_fix_21c,M818,99,54,45,1,0.0926615047166854,0.589059484861459,0.0130849545150765,0.031362217110128,0.371018057574441
peco2_fix_21c,M835,77,49,28,1,0.0295628860310868,0.693477223767658,0.00682584122299514,0.0235567914179131,0.424636789973146
